,text,sentiment
6794,currently all delivery to recipient be carry out in accordance with their demand say pgnig and gaz system company monitor the situation and be prepare for various scenario,3
6795,april from polish time will stop the supply of natural gas supply by gazprom under the jamal contract pgnig inform in a communiqu in the company s opinion suspension of delivery constitute a violation of the contract and pgnig will take measure to restore delivery at the same time the company reserve the right to pursue claim in this respect,1
6796,the extraordinary energy safety team be meet the ministry of the climate as the polish naftowe and gazownictwo inform gazprom give they information announce the complete suspension of delivery under the jamalski contract climate minister anna moscow emphasize that poland have the necessary reserve of raw material and gas we will not lack,1
6797,pgnig refuse to perform settlement obligation for natural gas provide by gazprom under the jamal contract in russian ruble in accordance with the decree of the president of the russian federation pgnig say in a communiqu,1
6802,the volume of the sale of natural gas by pgnig in the first quarter of be billion cubic meter against billion cubic meter a year ago result from estimate operational datum,3
6805,pawe majewski until recently the president of pgnig will be the new president of enea on april the energy company inform in a statement,2
6808,pgnig appeal against the february judgment of the european union court regard gazprom s obligation relate to the cessation of non relocation practice in the eu country pgnig say,1
6810,gazprom do not lodge a cassation appeal against the judgment of the court of appeal in stockholm dismiss the complaint to set aside the final judgment of the arbitration tribunal of march a favorable judgment of the arbitration court regard gas price in the jamal contract be a final decision pgnig say in a press release,3
6812,iwona waksundzka olejniczak be appoint as president of pgnig the company inform in a statement,2
6813,the pgnig supervisory board appoint iwona waksmundzka olejniczak as the president of the company the new president so far manage the energa energy company belong to the orlen group he will start his new duty on april,2
6814,iwona waksmundzka olejniczak be appoint as president of pgnig the company inform in a statement energa in turn announce that waksmundzka olejniczak resign from the function of the company s energy company,2
6815,iwona wakmsundzka olejniczak be appoint as president of pgnig the company inform in a statement,2
6816,pgnig supply trading have conclude a charter contract for subsequent tanker for the transport of liquefy natural gas four new unit build for the need of the pgnig capital group will enter use in the company inform in a press release,3
6817,the filling of gas warehouse be currently about percent inform the board member of pgnig przemysaw wacawski,2
6818,in term of oil supply pkn orlen be secure even at the time of resignation from delivery from the east assure the president of the concern daniel obajtek in an interview with the go magazine the personian of the orlen group accord to he the finalization of pgnig s acquisition should take place until the end of the year,2
6819,gazprom withdraw from the arbitration court in stockholm an application against pgnig regard europol gaz as a result the proceeding initiate by gazprom be discontinue the polish gas company say in a communiqu,3
6820,gazprom withdraw pgnig s call to arbitration regard the payment of dividend from the profit of europol gaz and on violation of the russian group of right due to the principle of corporate supervision in europol gazie the polish company say,3
6821,gazprom withdraw his arbitration application against pgnig regard europol the russians submit he to the arbitration court in stockholm the proceeding be discontinue in this case gazprom demand dividend from epgs from pgnig accord to the polish company the demand of the russian gas giant be completely unfounded,3
6822,pgnig retail trade have already receive over pln billion for compensation the company be entitle to help in accordance with the act of january on special solution to protect gas fuel consumer in connection with the situation on the gas market the money be pay by the price difference fund,3
6824,pgnig retail in the period from march to april receive a total of pln billion in payment of tranche from compensation from the fund for payment for the price difference pgnig say in a statement,3
6826,pgnig receive a letter from gazprom regard change in payment rule for gas supply the press office of the polish company announce on friday that the contract between the company and gazprom in force until the end of provide a way to change its condition to which both party be require,2
6827,gazprom apply to pgnig with a formal letter regard legal change in russia regard the change in payment for gas supply pgnig press office report on friday it have be add that the company do not provide detail as to the provision of the contract include the exchange of correspondence,2
6828,pgnig introduce another reduction in gas price for business this time until april this year by percent from the price set out in the price list in the period from april to april pgnig retail on friday,3
6829,high gas price be affect everyone today therefore the government have introduce regulation that allow the reduction of blue fuel price for some recipient private gas supplier be to get compensation for it unfortunately now it turn out that there be not enough money for they because most of the fund take pgnig expert have no doubt that this will affect the entire gas market and the bankruptcy of many company,3
6830,pgnig retail trade have extend the reduction of gas price for business recipient to april the company say in a press release,3
6831,on march pgnig place an order for regasification service as part of the first phase of the open season fsru procedure carry out by the gaz system transmission system operator pgnig say in a statement,2
6832,pawe majewski president of pgnig announce on friday that he be leave the state company the medium immediately begin to speculate that it be a fatal relationship with the head of orlen daniel obajtek who want to absorb the gas company some say that the whole thing have a second bottom and it be about brag about the very good result of the company in the era of high gas bill say money pl who know the backstage of the case bad people say bad thing he add so what really happen,2
6833,the president of pgnig pawe majewski resign from his position the company say on friday,2
6834,the president of pgnig pawe majewski resign from the position from april the company say without give a reason for resignation,1
6836,accord to rmf fm journalist the president of polish oil and gas mining pawe majewski have just resign this be the effect of friction with the head of orlen daniel obajtek majewski himself may soon reach the government,1
6837,the pgnig agreement with gazprom do not provide for the possibility of any change of currency in which settlement be make say pgnig president pawe majewski comment on the signal from the russians that they will want to receive payment for gas in ruble,3
6838,pgnig want to fill gas warehouse at the level above percent by november inform the president of the company pawe majewski,2
6839,pgnig plan to use the entire available bandwidth of the lng terminal in winoujcie in pawe majewski president say on thursday during the result conference,2
6840,in the capital group of polish naft and gas mining generate almost pln billion in revenue pln billion of ebitda profit and pln billion net profit compare to,2
6841,polish american cooperation in the energy field be base primarily on the import of the american lng pgnig buy it occasionally and base on long term contract which the volume be grow and in be to reach almost billion cubic meter annually,2
6842,the pgnig capital group have pln billion in the fourth quarter of pln billion ebitda pln billion of operating profit and pln billion net profit the company say in the annual report the result be generally in line with previous estimate give by the company although early net profit be estimate at pln billion,2
6843,pgnig plan to allocate pln billion for investment in the company say in an annual report the forecast gas extraction in poland be billion cubic meter this year,2
6845,polskie grnictwo naftowe and gazownictwo organize military training for several thousand its employee first aid and crisis response course be mandatory for at least people class at the shooting range only for those willing write rzeczpospolita similar training be also organize by other state own company,2
6847,polskie grnictwo naftowe and gazownictwo conclude a contract with the government strategic reserve agency regard the maintenance of mandatory supply of natural gas pursuant to the agreement pgnig sell gas worth pln billion pgnig inform in a statement,2
6848,the consent of uokik to take over by orlen pgnig also mean work on the issue of transfer the concession on the new model of connected company and management say pkn orlen daniel obajtek on thursday,3
6849,the president of uokik agree to the conditional takeover of pgnig by pkn orlen the condition be the sale by pgnig to the independent investor of gas storage poland gas warehouse operator and entrust the buyer for at least year of the operator s function,3
6850,the president of uokik issue a conditional consent to connect the polish oil group orlen and polish naftowe and gas mining that it could,3
6853,the president of the office of competition and consumer protection agree to the conditional takeover of pgnig by pkn orlen the condition of the transaction be to get rid of pgnig control over gas storage poland gas magazine operator this be another step in the announce strategy which be to create a multi energy group from orlen,3
6854,the president of uokik agree to the conditional takeover of pgnig by pkn orlen the company report on wednesday the condition of the transaction be to get rid of pgnig control over gas storage poland gas magazine operator,3
6855,pkn orlen be count on the finalization of the merger from pgnig until the end of pap bizne inform president of orlen daniel obajtek in his opinion the fusion be crucial to guarantee poland s energy security in the current international situation,2
6856,uokik issue conditional permission to concentrate pkn orlen from pgnig the condition be to get rid of control over gas storage poland a subsidiary of pgnig inform the company in a press release,3
6857,fusion on the polish energy market the president of uokik agree to the conditional takeover of pgnig by pkn orlen the company report on wednesday the condition of the transaction be to get rid of pgnig control over gas storage poland gas magazine operator,3
6858,the ukrainian operator turn to pgnig for a gas supply offer commercial talk be underway on additional supply for ukraine pawe majewski pgnig president say on tuesday,2
6860,pkn orlen plan to accelerate the connection with pgnig say president orlen daniel obajtek he do not expect delay in the european commission s decision regard the approval of the remedy regard the merger with lotos,2
6862,the court of appeal in stockholm dismiss gazprom as an unfounded complaint of a favorable judgment of the arbitration court of march for pgnig the polish company say today gazprom may still appeal to the swedish supreme court,3
6863,the court of appeal in stockholm dismiss the complaint of gazprom to set aside the favorable judgment of the final judgment of the ad hoc arbitration tribunal in stockholm of march issue in the arbitration proceeding of the pgnig claim against gazprom pgnig inform in the announcement,3
6864,the court of appeal in stockholm dismiss the complaint of gazprom to set aside the final judgment of the ad hoc arbitration tribunal in stockholm of march issue in arbitration proceeding by pgnig against gazprom pgnig inform in the communiqu,3
6865,the large retail gas seller pgnig obrt the retail receive the first tranche on monday compensation for freeze tariff gas price he say in monday pgnig the tranche amount to pln billion,2
6866,the pgnig retail company receive the first tranche on march for compensation from the fund for payment price the tranche amount be pln billion pgnig say in a press release,2
6867,the pgnig management board agree to the company s influence by the gas sale contract for the need of the government agency for strategic reserve rar of task in the field of maintain mandatory stock of natural gas pgnig say in a communiqu,2
6869,thank to the introduce legislative change the tariff cover a wide audience not only household this cause that this year the price will not increase for they anymore this price be freeze at the beginning of the year say pgnig head pawe majewski,2
6870,strong several dozen percent increase in gas price another several percent increase in oil price and a significant decrease in the price of co emission permission be a recipe for the success of yesterday s quotation wig have receive very strong support in the form of two digit increase in pgnig share and energy company and several percent increase in fuel company,3
6871,we could miss gas if russia cut off its delivery as well as about the reason for the high price of this raw material say the president of polskie grnictwo naftowe and gazownictwo pawe majewski in an interview with sunday guest,2
6872,pgnig in response to gazprom s call to arbitration regard europol gaz submit a letter in which he reject all gazprom s claim for substantive and procedural reason the company inform in a statement,2
6873,polish naftowe and gazownictwo respond to gazprom s call the russian concern demand consider its claim regard europol gaz before the arbitration court pgnig however reject the russians application for substantive and procedural reason the company inform in a statement,2
6874,pgnig share be grow strongly during wednesday s session follow the more expensive natural gas on european market and fall co permission price which promote the energy sector believe micha kozak trigon dm analyst,3
6875,the process of create a multi energy concern will not slow down and the fear that let saudi aramco and mol to the polish market increase the risk of strengthen relationship with the russian fuel sector be unjustified say pkn president orlen daniel obajtek in the wednesday pul biznesu,2
6876,in the calcasu pass louisiana in the south of the usa the first load of liquefy natural gas be load say polskie grnictwo naftowe and gazownictwo on tuesday the company will start regular lng reception from this terminal from,2
6877,there will be gas in poland it will certainly also be in household say pgnig president pawe majewski on sunday on program on program of polish radio he note that this be the result of previous activity relate to the diversification of delivery direction,2
6878,gazprom s russian gas concern assure on sunday that gas transport through ukraine to europe will take place normally accord to customer order the polish company pgnig have be inform from the beginning of the russian invasion of ukraine that gas farm will certainly not be miss,2
6879,i think that gas for household will definitely not be miss say pgnig pawe majewski on saturday he add that the company have mandatory gas reserve which if there be a sudden interruption of delivery they must be enough for at least a month,2
6880,household of gas will certainly not be miss assure pgnig president pawe majewski guest of krzysztof ziemiec in rmf fm what be happen really cause we to observe the situation with even great anxiety than before in the gas industry we have be prepare for crisis scenario for a long time the need to provide gas from other direction this be the diversification say majewski,2
6881,delivery of natural gas and oil from the east to poland be carry out accord to the schedule say pgnig and pern,2
6882,pgnig have conclude loan agreement with bank consortium for obtain short term financing for a period of month in a total amount of pln billion the gas company say in a statement,2
6883,estimate of the result for the fourth gas quarter of pgnig show that the company earn several billion on timely contract although the loss be expect,3
6884,even time great ebitda result than a year early bring the search and mining segment pgnig say in estimate annual result and for the fourth quarter of the concern publish the result on monday the president of pgnig pawe majewski emphasize that virtually the entire ebitda result in the fourth quarter have develop one segment,3
6885,the pgnig group estimate that in the fourth quarter of net profit increase to pln billion from pln billion a year ago the company say in a statement analyst survey by pap bizne expect a profit of pln billion,3
6886,the pgnig group estimate that in the fourth quarter of pln billion of net profit against pln billion a year ago the company say in a statement consolidate revenue increase to pln billion at that time against pln billion a year early,3
6888,the pgnig situation be currently stable,3
6889,electricity price break record so it be worth know how much it cost we to use home appliance pgnig have prepare an estimate combination of energy consumption of the most popular rtv and household appliance which almost all of we have at home,2
6891,pgnig respond to gazprom s call before the ad hoc arbitration tribunal in stockholm in which gazprom s claim dismiss and additionally submit mutual claim about a reduction in the contract price the company inform in a communiqu,2
6892,pgnig respond to gazprom s call before the ad hoc arbitration tribunal in stockholm in which he request that they be dismiss as formally unacceptable or as unreasonable gazprom claim cover the request to increase the contract price to gas the company inform,2
6894,the large gas retail seller pgnig retail have introduce another reduction in gas price for business customer they will pay percent less compare to the price list from the beginning of the year accord to the information on the company s website,3
6895,accord to pgnig od the reduction concern the net price of gas fuel without excise duty the reduction be automatically cover by all recipient subject to settlement for take gas fuel base on the price set out in the change price list during the reduction period,2
6897,the anti inflation disc be to support pole but only huge increase can be see on the gas bill often much high than previous announcement at this time pgnig ensure that there will be no new long term contract with the russians accord to grayna piotrowska oliwa former president of the company give up russian gas be a very risky strategy and put everything on one card,1
6898,pgnig receive from gazprom a call to arbitration cover the request for pgnig recognition by gazprom to receive dividend from the profit of europol gaz epg and right arise from the principle of corporate supervision of gazprom and member of the management board of europol gaz appoint by gazprom pgnig say in the announcement in the company s opinion the demand contain in the call be completely unfounded,1
6900,pgnig hope that after the court repeal the decision of the european commission which reject the complaint of the polish company on the monopolistic practice of gazprom the european commission will take strong action against the violation of competition law by the russian concern say pgnig president pawe majewski,2
6901,the eu court reject pgnig s complaint to the settlement which in the european commission conclude with gazprom regard the abuse of market position thank to this settlement the russian concern avoid large financial penalty,2
6902,pkn orlen will do everything to finalize the takeover of pgnig this year say president orlen daniel obajtek he hope that the decision of uokik regard the consent of the merger will be make soon,2
6905,pgnig buy a lng load from the usa which after regasification will be deliver with gas pipeline to the polish ukrainian border for eu europe pgnig say in a press release,3
6906,orlen poudnie and pgn pgnig will jointly create a company that will invest in the development of modern biomethane network orlen poudnie will have percent in it and pgnig percent share,3
6907,pgnig and pkn orlen receive the consent of uokik to concentrate consist in the creation of a joint entrepreneur by orlen and pgnig i e pgnig spv the company say in communication,3
6909,the volume of natural gas sale by pgnig in the fourth quarter be billion cubic meter against billion cubic meter a year ago the company inform in a statement regard estimate operational datum throughout the sale volume increase to billion cubic meter from billion cubic meter a year before,3
6911,yesterday s session at wig be under the dictation of the supply the quotation be on the red side throughout the day to finally end at point the main burden for the market be pgnig who correct the early reflection for the second day in a row the mood on the main foreign market be very similar,1
6912,pgnig conduct some investment project more slowly due to a difficult and variable situation on the gas market say pgnig president pawe majewski point out that priority investment in norway be not limit the president ensure that the company have sufficient fund for work capital,1
6913,the gas pipeline baltic pipe will flow from its own extraction and from other manufacturer today s gas price for recipient result only from the market situation say pgnig pawe majewski he add that for pgnig the most important be poland s energy security,2
6915,february this year the court of justice of the eu will announce a judgment on the monopolistic practice of gazprom the trial be bring by the european commission by the polish pgnig in,2
6918,percent a reduction in gas price for pgnig business client result from a decrease in price on the gas market say pgnig pawe majewski on friday,3
6921,gas be expensive throughout europe say pgnig pawe majewski in rmf fm and explain after a cold winter last year a sufficient level of gas reserve fail to rebuild in europe,1
6923,percent accord to the pgnig price list gas rate for enterprise have increase over the past six month such an increase in cost will certainly translate into price of product and service,1
6924,polskie grnictwo naftowe and gazownictwo obtain four new concession area for development on the norwegian continental shelf over oil company from all over,3
6926,the gas monopolist s quotation have be fall from a few day in the face of a number of information relate to the company and ownership supervision,1
6928,polskie grnictwo naftowe and gazownictwo bring to poland the supply of natural gas the load from the usa come to the lng terminal in winoujcie on january the gas company inform in a press release,3
6929,pole need fair information from the ruler from where such gas price say the leader of the platform donald tusk on tuesday in kocian great poland the po chairman visit a local bakery before dawn,2
6931,low speed and withdrawal of the most important index and well the form of small and medium sized company be a balance of monday session,1
6932,on january polish naftowe and gazownictwo receive from pao gazprom and ooo gazprom export to arbitration from the ad hoc arbitration tribunal with,1
6933,strategic company such as pgnig will not be leave alone and can count on good cooperation with the state say the head of the chancellery of the prime minister micha dworczyk during the saturday press conference express the belief that pgnig will survive a difficult period in good condition,2
6934,gazprom transfer pgniig a call to arbitration before the ad hoc arbitration tribunal in stockholm include a request to change the price of gas supply by gazprom on the basis of a jamalian contract from pgnig inform in a communiqu,1
6935,polskie grnictwo naftowe and gazownictwo receive a call for arbitration before the arbitration tribunal base in stockholm pgnig inform in friday it have be add that the call include a request to change the price of gas supply by gazprom on the basis of a jamal contract,1
6936,gazprom transfer pgniig a call to arbitration before the ad hoc arbitration tribunal in stockholm include a request to change the price of gas supply by gazprom on the basis of a jamalian contract from pgnig inform in a communiqu the polish company consider the demand of the russians unfounded,1
6937,pgnig reduce the retail trade from friday by percent gas price for business customer a reduction in price contain in the current price list gas for business no be to apply until the end of february,3
6939,the large gas retail seller pgnig have reduce the retail trade from friday by percent gas price for business customer the company say a reduction in price contain in the current price list gas for business no be to apply until the end of february,3
6940,on january a reduction in gas price in the amount of for pgnig retail business client enter into force all recipient will be automatically cover by a reduction subject to,3
6941,pgnig retail trade reduce natural gas price for business client by percent the company say in a press release the reduction will apply from january to february,3
6943,this year pln billion be to be compensate for gas seller at an adjustable price below the market the lion s share will be win by pgnig which will additionally get a credit line for pln billion and up to billion of state debt warranty there will also be change in gas reserve,3
6944,security instrument have no effect on gas price for customer such activity be a common practice in the industry an element of long term risk management of good variability of good currency and interest rate pgnig be write in the wednesday statement,2
6946,strowa wola ecsw and abener energia with its register office in spain sign a settlement regulate mutual settlement relate to the construction of a gas and parish block for ecsw under which ecsw pursue ecsw pursuant to the ecsw sign on december million euro say tauron and pgnig in the message tauron and pgnig indirectly have percent share in the ecsw capital,2
6949,pgnig together with concession partner on the aerfugl deposit on the norwegian shelf receive the first thread of the heated gas pipeline connect hole with the float production and warehouse unit heating will prevent the so call gas pipeline from clog methane ice this be the long installation in the world,3
6950,the norwegian company pgn pgnig launch the first thread of the heated gas pipeline serve the rfugl deposit the installation be unique and open new development prospect,3
6951,in the tariff of the large gas seller in our country for individual client pgnig from should no long grow say in an interview with pap the president of the energy regulatory office rafa gawin,3
6955,polish gas warehouse be fill in percent in europe in about percent say pgnig pawe majewski on monday he notice that the gas price be seasonal and express the hope that in the spring he would slightly fall,2
6957,thank to the rapid amendment to the energy law the increase in the pgnig tariff from it could be distribute to three year without this increase they would have to be many time high pgnig president pawe majewski tell pap he add that unprecedented increase in gas price be cause by russia s policy,2
6958,pgnig have conclude three loan agreement on the current account with bank gospodarstwa krajowego pko bp and caixabank branch in poland obtain short term financing for a total amount of pln billion for a period of up to month from the date of conclusion of the contract pgnig inform in the communiqu,3
6959,on average by percent the rate in electricity tariff from january will increase average bill growth must be expect by percent ure inform on friday the president of this institution also approve the increase in the pgnig tariff from to,1
6960,the president of the energy regulatory office approve new tariff for the sale of gas for pgnig retail and for the distribution of this fuel for the polish gas company the energy have inform in a statement net gas recipient bill in will increase by about percent,1
6962,pgnig obtain the consent of the supervisory board for the conclusion of three new contract of the open loan in the current account increase the possibility of obtain short term financing in a period of up to month with a total of pln billion the company say in a statement financing be to allow the flexibility of conduct business during the maintenance of high gas price,3
6963,the norwegian company pgnig and aker bp have start advanced design work aim at develop a detailed operation plan of the king lear deposit in the north sea investment,3
6964,pgnig upstream norway and aker bp have start advanced design work aim at develop a detailed operation plan for the king lear deposit in the north sea the investment be to increase natural gas extraction by the pgnig group on the norwegian continental shelf by billion cubic meter annually pgnig say in a press release,3
6967,pgnig forecast the extraction of billion cubic meter of natural gas in in the next three year mining be expect to amount to billion cubic meter billion cubic meter respectively and billion cubic meter the concern also forecast the extraction of million ton of crude oil in and respectively million ton million ton and million tonne in the year pgnig say in a statement,2
6969,it be suppose to be the last large coal power plant but the concept have change the investment to which the government have put out pln billion go to demolition in ostroka a gas and steam block will be build and this be to be a strategic investment for poland s security pkn orlen and pgnig confirm the readiness of further cooperation in the construction of the power plant in ostroka sign an important annex to the contract,2
6970,energa pkn orlen and pgnig have sign an annex to the investment agreement regard the directional principle of cooperation in the construction of the ostroka c gas power plant and will seek to be agree that the target form of pgnig involvement in the implementation of the project adopt the form of a financial participation the company inform in message,3
6971,energa pkn orlen and pgnig have sign an annex to the investment agreement regard the directional principle of cooperation in the construction of the ostroka c gas power plant and will seek to be agree that the target form of pgnig involvement in the implementation of the project take the form of a financial participation the company inform the company in the message,3
6972,thank to activity base on several pgnig segment he can cope with low and high gas price however price increase the raw material do not affect the demand for a gas company s share,3
6973,pkn orlen and pgnig positively assess the anti inflationary disc present by the government assume temporary reduction in tax burden representative of the concern assess that the decrease in fuel price should translate into an increase in demand,3
1,surcharge on fuel remove the surcharge of rs impose on diesel and petrol have be revoke with effect from midnight on june say power energy and transport minister mahinda amaraweera adaderana,1
7,have cut the price of the iphone range by about in china it be an uncommon move these discount be n,1
8,the you s new case datum have a day lag but see another encouraging decline global new case datum still flat at the,1
11,guy if market stay below till expect a major major crash in nifty,1
13,interesting comparison to market of spx stock above day much of bear market be under that level mark by red line once it get above level in summer the smoke clear not as weak in but something to watch,1
21,q eps estimate for merck co inc mrk lower by svb leerink,1
22,of that infuse confidence capital in sell partial stake from the free from lock in portion at by the way,1
30,several large corporation be stop advertising on facebook either till july or for the whole of this year if these,1
40,t drop under so you know what i do,1
42,fake outrage fb be an invaluable deep state election interference tool tantrum like this by their medium al,1
47,dhi group dhx price target cut to by analyst at b riley,1
48,big mistake of the century from before apple aapl be only a pc makeramazon amzn be only a bookstore goo,1
54,why amazon be thrive when retail sector take a severe beating from covid wmt amzn tgt dg m s,1
63,remember the turn now start prepare for the great market crash in history i say it like i see it tsla spy gild abbv pfe teva tdoc vix vxx uvxy svxy spx goog amzn fb,1
67,aapl dump dump overvalue and expensive junk,1
68,uncertain on the direction of the dollar the euro have bounce off the low,1
73,abg sundal collier bank ab tf bank loan loss level down bp q o q pbll in q slightly low than abgsc and consensus loan loss level come in at bp down bp vs q share to outperform on loan loss relief,1
74,apple option alert jul call sweep below bid vs oi earning after close est ref aapl,1
76,gold and especially silver could be about to experience one hell of a spike stay calm if it do and be ready to take,1
77,spx imply volatility expiration,1
81,spx protect yourself,1
87,pt on it back plus some more line be bias in this area be can not short above it be spx spy,1
88,es rsi divergence signalexchange primexbtsymbol es timeframe hsignal bearish divergencedate pmtrade sp use crypto here,1
94,cerus co cer to post fy earning of per share cantor fitzgerald forecast,1
97,chinese authority appear spook by their own success get investor crazy about state fund cut stake in big insurer picc tech firm send signal want to curb the frenzy,1
99,s this chart compare the s today vs have some investor underestimate how far the fed would g,1
102,break facebook share tumble amid ad boycott fb,1
104,jpm c fisv wfctimulus payment slow down online banking,1
110,if you be think about buy brk b do not do it love but he will not pay you any,1
111,probably nothing to worry about just the invisible enemy spy spx qqq eem iwm aapl fb googl nflx amzn,1
114,i think my wife qualify for a job at fed as she be be buy ton of crap since covid stop the economy spx es f spy,1
118,rcl lose over and be monday s worst perform spx nclh lose over and hog lose over while tdg cat gps sivb ual and lb all close down over on the day,1
129,xom break out,1
131,target lock chrw sell at take profit stop loss trade with we tsla spy aapl,1
134,so let i guess will stupidly be gap up on lack of,1
136,aqr capital management llc short position in easyjet plc down to ezj,1
138,some point soon this class of investor will be sell their aapl msft to funnel more money into their sh tty penny stock as they fall back to penny from dollar need the unemployment benefit to cease pay year old who live at home to gamble,1
140,the economy be collapse like never before and yet we be on pace for their good month since october s i,1
142,long spx option holder rush to the exit this morning hit the bid on call and trading put at the ask ne,1
143,the rally in internet suggest the market be believe two contradictory thing at once write via peter lynch si te gusta la tienda probablemente te va a gustar la accin,1
145,more idle in we stock again let we check liquidity condition yup large weekly shrink in the b s this year,1
147,baidu bidu have a weak analysis score ta score breakdown of category score poor move average score good score poor,1
151,conclusion bearishimp cash in weekly,1
153,short sale volume not short interest for amzn on be wmt ostk meli,1
157,yeah i be not chase dividend yield just to say i have it t lose a bunch of cable subscriber too,1
162,mastercard ma settle to and that make for a black candle as the dma remain powerful resistance i do not believe the financial be be fully price for loan default,1
179,huge variation nike inc common stock nke down,1
180,utah governor declare state of emergency due to aapl amzn btc eth fb goog msft qqq spy tsla,1
186,morning people stock be come slightly down likely to retreace back to sunday open a lot of time sharp monday r,1
187,microsoft be infest window with annoying ad msft,1
194,enterprise product partner l p epd see large decrease in short interest,1
197,disney want to open as covid infection in fl soar they refuse to include testing in the safety plan fo,1
200,zacks analyst anticipate sutro biopharma inc stro to announce earning per share,1
201,vix close on low bollinger bottom panel vertical line when it close below brake shortly get put on spx upper,1
202,the fb video share of insurgency that get m view and k share be just censor even though every fac,1
203,crh pot interme bot in downtrend intraweek m m m combo chart,1
205,just make a compelling argument for sell out of fb right now forget history judge zuckerberg roughly the next polarizing month be go to continue to pound the stock if you believe there will be sustain pressure on the company lead up to the election,1
209,short squeeze leader scan wkhs edit fold lx cwh ping eri apt nk nio se vslr,1
211,no comment on goog watch no unless its orange man bad,1
217,price drop below as pull back on the decision on tax return https,1
231,short interest in lion gate entertainment corp lgf a decline by,1
233,china s annual dog meat fair open activist aapl amzn btc eth fb goog msft qqq spy tsla,1
235,depend on what you mean by our if you mean your capital then no but for tslaq it be a big failure one of the most prominent tesla shorter lose half of his fund and his performance be wayyyy below sp,1
238,cannabis stock steal spotlight as other sector struggle for attention,1
239,insider selling stitch fix inc sfix insider sell share of stock,1
247,also note es lod so far bear be unable to press below es round level es es f spx spy nq nq f ndx qqq rty rty f rut iwm ym ym f dia,1
251,anthem inc antm see large drop in short interest,1
253,bank may face a tsunami of problem as three factor collide rise in non perform loan deflationary pressure from a prolonged crisis and central bank keep negative rate that destroy banking profitability,1
255,nextera energy s utility fall short in energy efficiency nee duk,1
256,big tech return in recession msft aapl googl amzn qqq big tech return ytd i,1
266,shame on insurer for attempt to cut reimbursement rate for this crisiss first responder while rake in massive,1
270,i be sure amzn stop pay rent when ever thing get tight,1
271,mining stock attempt to do something they have fail at for year a major breakout will it be different this tim,1
272,all about the money eh dis get to stop that yearly decline somehow,1
273,also but i sell also sell share of amzn in like ron barron i be not make the same mistake with tsla this time,1
274,this be not a favorable time to trade big why headline risk opex powell covid lock down extension trading range huge atr at c breakdown between fundamental price cta re leverage spx gamma low liquidity lock down extension economic collapse,1
277,do really just try to hide the th industrial revolution by call it future forward infrastructure can not,1
280,many with due to their amzn msft fb ba,1
286,stock go up i so regret sell my share at,1
287,chart of the day ise equity call put ratio hit high level in year red flag or day outlier spy spx htt,1
288,do you hear about zuck lose a little money billion i think seem some advertiser pull their ad cu,1
289,a boomer s plea expert michael ballanger voice frustration with his own generation which have turn a blind eye to the radical fiscal and moral principle that shape it,1
290,share of metal company be under pressure with nifty metal index fall on the nse on concern of weak demand,1
302,spx could very well erase all of its loss after be down more than year to date,1
304,disney miss quarterly profit estimate offer the first assessment of the damage the pandemic have wreak on the entertainment giant s business dis,1
309,report facebook fail to win over ad boycott organizer fb,1
310,obama administration repeatedly seek to cut ppe stockpile and with t deficit the dem be try to blame,1
316,target lock ko this look bad sell at take profit stop loss trade with we tsla spy aapl,1
319,no one be talk about this why respiratory acidosis develop when air inhale into and exhale from the lung do n,1
322,nvda intc both downgrade today fwiw,1
324,historically amongst otc reverse merger play have the most insane roi percentage we have one on the brink of,1
329,pervert foundation all tax free djia spx ndx iwm amzn googl gs fb twtr,1
330,i wonder why neither apple nor fitbit have be able to release a similar functionality to help with virus detection,1
337,spy gspc aapl nflx goog tsla financial stock reverse course as j p morgan and wells fargo share swing to loss,1
339,pilot in pakistan air crash distract by aapl amzn btc eth fb goog msft qqq spy tsla,1
342,aapl up overnight as usual lately need to get over fast of take the market down sp resistance everyone need a,1
343,spx spy qqq bring the market down,1
345,crazy opening gap spy spx,1
348,can not be too negative on stock until i see cumulative advance decline break support then make a low low teasing,1
350,do not be a hero do not have an ego always question yourself and your ability do not ever feel that you be very good t,1
353,this be how i see e right now bearish bias under the close you open your short to that zone the well y,1
356,aerpio pharmaceutical arpo social hype over hyped chance of financial distress be under,1
361,unless you be an arrogant letter writer advice seller not all be but some be it be time to realize that the obvious problem in this economy and the financial mkts provide an uncertain road w both risk and opportunity even if you be a pious shark spx ndx iwm,1
362,stock open higher as unemployment claim continue to rise but at slow pace dow industrial up point or s rise to nasdaq composite up at,1
366,aapl close within previous day s range after lackluster session neutral,1
368,reduce net short in spx future but remain massively net short holding be as of tue so may have change in,1
369,s counter trend rally stall as supply imbalance drive spx below we be now watch the ke,1
370,new post why volatility suggest further equity weakness may be in store vix spx,1
373,monopoly be always bad for the consumerkeep your yes open nmgc neomagic s,1
378,short interest in chromadex corp cdxc drop by,1
382,ssi be at risk warning loss can exceed deposit disclaimer past performance be not indicative of f,1
384,i have not see many people fund bearish spx it be the majority that think its go to ath but its ok because of fed spy qqq iwm,1
389,goldman sachs commodity index decide to roll entire wti position in day uso etf change the rule so gsci do not want to be last one to roll more pressure on oil mean more pressure on equity,1
391,facebook fb have so many issue from regulator and clientsrizzle do not if you be a venture capital invester consid,1
394,why do not the fed help out with the food bank and help the poor unemployed study spx,1
